ƒ,Entrada,Subentrada,Tipo,Acepción,Marcas,Definiciones,Clase gramatical,Primera división,Nodo básico,Nodo LexiMus,Nodo intermedio,Último nodo,,Última referencia atestiguada/Primera referencia lexicográfica académica,
1402,"tercero, ra","tercero, ra",f.,12,Mús.,Consonancia o intervalo de dos tonos o de un tono y un semitono.,Sustantivo,Música,Producto,Sonido,Dimensión espacial,interválica,,,
1403,tercerola,tercerola,f.,3,,Flauta más pequeña que la ordinaria y mayor que el flautín.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,aerófonos,,,
1405,terceto,terceto,m.,4,Mús.,Conjunto de tres voces o instrumentos.,Sustantivo,Música,Actividad,Participantes,[agentes] productores,colectivos,,,
1404,terceto,terceto,m.,3,Mús.,Composición para tres voces o instrumentos.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
1406,"tercio, cia","tercio, cia",m.,19,And.,Cada uno de los versos de que consta una copla del cante flamenco. Tercio de entrada. Tercio de remate.,Sustantivo,Música,Producto,Conceptos,Continentes,segmentos,,,
1407,término,término,m.,23,Mús.,punto (‖ tono).,Sustantivo,Música,Producto,Sonido,Dimensión espacial,interválica,,,
1408,tesis,tesis,f.,4,Mús.,Golpe en el movimiento de la mano con que se marca alternativamente el compás.,Sustantivo,Música,Producto,Técnica y Expresión,Dimensión temporal,tempo y agógica,,,
14,tesitura,tesitura,f.,3,Mús.,Altura propia de cada voz o de cada instrumento.,Sustantivo,Música,Modificadores,Conceptos,∅,cualidades [agentes]/[instrumentos],,,
1410,tetracordio,tetracordio,m.,1,Mús.,Serie de cuatro sonidos que forman un intervalo de cuarta.,Sustantivo,Música,Producto,Conceptos,Dimensión espaciotemporal,tipos melódicos (derivadas armónicas),,,
1411,tetragrama,tetragrama,m.,1,Mús.,"Conjunto de cuatro líneas horizontales, paralelas y equidistantes, usado en la escritura del canto gregoriano.",Sustantivo,Música,Producto,Símbolos,Dimensión espacial,alturas,,,
1412,tetralogía,tetralogía,f.,1,,Conjunto de cuatro obras literarias o musicales que tienen entre sí enlace histórico o unidad de protagonismo o intención.,Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
,tex-mex,tex-mex,adj.,1,,Perteneciente o relativo a las costumbres de los mexicanos y de los estadounidenses de Texas. Se aplica especialmente a la música y la gastronomía. U. t. c. s. m.,Adjetivo/Sustantivo,Baile/Danza,Modificadores/producto,Conceptos,∅,cualidades polivalentes/géneros,,,
,tibia,tibia,f.,3,,flauta (‖ instrumento musical).,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,aerófonos,,,
,tiempo,tiempo,m.,11,,"Cada uno de los actos sucesivos en que se divide la ejecución de algo; como ciertos ejercicios militares, las composiciones musicales, etc.",Sustantivo,Música,Producto,Conceptos,Continentes,segmentos,,,
1413,tiempo,tiempo,m.,18,Mús.,Cada una de las partes de igual duración en que se divide el compás.,Sustantivo,Música,Producto,Sonido,Dimensión temporal,compases (tiempos),,,
1415,tiento,tiento,m.,13,Mús.,"Composición instrumental con series de exposiciones sobre diversos temas, cultivada entre los siglos XVI y XVIII.",Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
1416,tiento,tiento,m.,7,,Palo flamenco con letra de tres versos octosílabos.,Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
1414,tiento,tiento,m.,12,Mús.,"Floreo o ensayo que hace el músico antes de dar principio a lo que se propone tañer, recorriendo las cuerdas por todas las consonancias, para ver si está bien templado el instrumento.",Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
,tiento,tiento,m.,8,,Baile que se ejecuta al compás del tiento.,Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades coreografiadas,,,
,tilín,tilín,m.,1,,Sonido de la campanilla.,Sustantivo,Música,Producto/actividad,Conceptos,Continentes/[resultados],unidades/resultados,,,
,timbal,timbal,m.,2,,atabal (‖ tamboril).,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,membranófonos,,,
1417,timbal,timbal,m.,1,,"Especie de tambor de un solo parche, con caja metálica en forma de media esfera. Generalmente se tocan dos a la vez, templados en tono diferente.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,membranófonos,,,
1418,"timbalero, ra","timbalero, ra",m. y f.,1,,Persona que toca los timbales.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,,
,timbre,timbre,m.,6,,Cualidad de los sonidos determinada por el efecto perceptivo que produce en los oyentes. El timbre del violín. Su timbre de voz.,Sustantivo,Música,Modificadores,Conceptos,∅,cualidades polivalentes,,,
,"tímbrico, ca","tímbrico, ca",adj.,1,,Perteneciente o relativo al timbre (‖ cualidad de los sonidos).,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades polivalentes,,,
1419,tímpano,tímpano,m.,3,,"Instrumento musical compuesto de varias tiras desiguales de vidrio colocadas de mayor a menor sobre dos cuerdas o cintas, y que se toca con una especie de macillo de corcho o forrado de badana.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,idiófonos,Caribe?,,
,tímpano,tímpano,m.,2,,tambor (‖ instrumento musical).,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,membranófonos,Caribe?,,
,timple,timple,m.,1,Can. y Mur.,tiple (‖ guitarra pequeña de voces muy agudas).,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,cordófonos,,,
,tintín,tintín,m.,1,,"Sonido de la esquila, campanilla o timbre, o el que hacen, al recibir un ligero choque, las copas u otras cosas parecidas.",Sustantivo,Música,Producto/actividad,Conceptos,Continentes/[resultados],unidades/resultados,,,
,tintinar,tintinar,intr.,1,,Producir el sonido especial del tintín.,Verbo,Música,Producto,Conceptos,[evento],verbos de acción musical (específicos),,,
,tintineante,tintineante,adj.,1,,Que tintinea.,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades [instrumentos],,,
,tintinear,tintinear,intr.,1,,tintinar.,Verbo,Música,Producto,Conceptos,[evento],verbos de acción musical (específicos),,,
,tintineo,tintineo,m.,1,,Acción y efecto de tintinear.,Sustantivo,Música,Producto/actividad,Conceptos,Continentes/[resultados],unidades/resultados,,,
,tintirintín,tintirintín,m.,1,,Sonido agudo y penetrante del clarín y otros instrumentos.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades (connotaciones diastráticas o diafásicas),,,
1421,tiorba,tiorba,f.,1,,"Instrumento musical semejante al laúd, pero algo mayor, con dos mangos y con ocho cuerdas más para los bajos.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,cordófonos,,,
1426,tiple,tiple,m. y f.,7,Mús.,Persona que tiene voz de tiple.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,,
1425,tiple,tiple,m. y f.,6,,Persona que toca el tiple.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,,
1423,tiple,tiple,m.,2,,"Especie de oboe soprano, más pequeño que la tenora, empleado en la cobla de las sardanas.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,aerófonos,,,
1422,tiple,tiple,m.,1,,Guitarra pequeña de voces muy agudas.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,cordófonos,,,
1424,tiple,tiple,m.,5,Mús.,"Voz humana más aguda, propia especialmente de mujeres y niños.",Sustantivo,Música,Producto,Conceptos,Dimensión espaciotemporal,partes musicales,,,
,tiplisonante,tiplisonante,adj.,1,coloq.,Que tiene voz o tono de tiple.,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades [agentes] y [experimentadores] (connotaciones diastráticas o diafásicas),,,
1428,"tirano, na","tirano, na",f.,4,,"Canción popular española, ya en desuso, de aire lento y ritmo sincopado en compás ternario, surgida de una que empezaba con las palabras ¡Ay, tirana, tirana!",Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
,tiroriro,tiroriro,m. pl.,2,coloq.,Instrumentos musicales de boca.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,aerófonos (connotaciones diastráticas o diafásicas),,,
,tiroriro,tiroriro,m.,1,coloq.,Sonido de los instrumentos musicales de boca.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades (connotaciones diastráticas o diafásicas),,AUTORIDADES,
,titiritaina,titiritaina,f.,1,coloq.,Ruido confuso de flautas u otros instrumentos.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades (connotaciones diastráticas o diafásicas),,"1970, España [Díaz-Cañabate, Antonio: Paseíllo por el planeta de los toros]",
,tocacinta,tocacinta,m.,1,"Bol., Chile, Nic. y Par.",magnetófono.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,dispositivos grabación y reproducción,,,
1432,tocada,tocada,f.,1,Méx.,Reunión en que se toca música popular.,Sustantivo,Música,Actividad,Conceptos,Continentes/[localizaciones],unidades/ubicaciones espaciotemporales,,,
,tocadiscos,tocadiscos,m.,1,,"Aparato que consta de un platillo giratorio, sobre el que se colocan los discos musicales osonoros, y de un fonocaptor conectado a un altavoz.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,dispositivos grabación y reproducción,,,
,tocador2,tocador2,m.,2,And.,templador (‖ llave para templar algunos instrumentos de cuerda).,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,recursos materiales,,,
,tocador2,tocador2,adj.,1,,Que toca1. U. t. c. s. Se emplea especialmente referido a quien tañe un instrumento musical.,Adjetivo/Sustantivo,Música,Modificadores/actividad,Conceptos/participantes,∅/[agentes] y [experimentadores],cualidades instrumentistas/instrumentistas,,,
,tocaor,tocaor,m. y f.,1,,Tocador de guitarra flamenca.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,,
1433,tocar1,tocar1,tr.,3,,Hacer sonar según arte cualquier instrumento.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos),,,
1434,tocar1,tocar1,tr.,4,,Interpretar una pieza musical.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos),,,
1435,tocata1,tocata1,f.,1,,"Pieza de música, destinada por lo común a instrumentos de teclado.",Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
,tocata2,tocata2,m.,1,coloq.,tocadiscos.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,dispositivos grabación y reproducción (connotaciones diastráticas o diafásicas),,,
1436,tocotín,tocotín,m.,2,Méx.,Canto que acompañaba el tocotín.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
,tocotín,tocotín,m.,1,Méx.,Antigua danza popular.,Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades coreografiadas,,,
,toná,toná,f.,1,,Palo flamenco perteneciente al cante hondo.,Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
1437,tonada,tonada,f.,1,,Composición métrica para ser cantada.,Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
1438,tonada,tonada,f.,2,,Música de la tonada.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades banalizadas,,,
1440,tonadilla,tonadilla,f.,2,,"Canción o pieza corta y ligera, compuesta para ser interpretada en un escenario.",Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
1439,tonadilla,tonadilla,f.,1,,Tonada alegre y ligera.,Sustantivo,Música,Producto,Conceptos,Continentes,formas/unidades,,,
1441,"tonadillero, ra","tonadillero, ra",m. y f.,1,,Persona que compone tonadillas.,Sustantivo,Música,Actividad,Participantes,[agentes] productores,creadores,,,
1442,"tonadillero, ra","tonadillero, ra",m. y f.,2,,Persona que canta tonadillas.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],participantes marcados funcionalmente,,,
1443,tonal,tonal,adj.,1,Fon. y Mús.,Perteneciente o relativo al tono o a la tonalidad.,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades polivalentes,,,
1444,tonalidad,tonalidad,f.,4,Mús.,Sistema musical definido por el orden de los intervalos dentro de la escala de los sonidos.,Sustantivo,Música,Producto,Conceptos,∅,estilos,,,
,tonario,tonario,m.,1,,libro antifonario.,Sustantivo,Música,Producto/actividad,Objetos/Conceptos,[instrumentos] y medios materiales/continentes,recursos materiales/unidades ,,"1498, España [Durán, Domingo Marcos: Glosa sobre Lux bella]",
,tondero,tondero,m.,1,Perú.,"Baile popular, propio de la costa norte, que se ejecutadescalzo y por parejas sueltas.",Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades coreografiadas,,,
1445,"tónico, ca","tónico, ca",adj.,4,Mús.,Dicho de una nota: Primera de una escala musical. U. m. c. s. f.,Adjetivo/Sustantivo,Música,Modificadores/producto,Conceptos,∅/Dimensión espacial,cualidades escalas (grados)/escalas (grados),,,
,tono,tono,m.,1,,"Cualidad de los sonidos, dependiente de su frecuencia, que permite ordenarlos de graves a agudos.",Sustantivo,Música,Producto,Conceptos,∅,dimensión espacial,,,
1451,tono,tono,m.,6,,Letra y música de una canción.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades banalizadas,,,
1450,tono,tono,m.,18,Mús.,"Intervalo o distancia que media entre una nota y su inmediata, excepto del mi al fa y del si al do.",Sustantivo,Música,Producto,Sonido,Dimensión espacial,interválica,,,
,tono,tono disonante,m.,1,Mús.,disonancia (‖ acorde no consonante).,Sustantivo,Música,Producto,Sonido,Dimensión espacial,interválica (percepción psico auditiva),,,
1449,tono,tono,m.,17,Mús.,"Cada una de las piezas o trozos de tubo que, en las trompas y otros instrumentos de metal, se mudan para hacer subir o bajar el tono.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,aerófonos,,,
1447,tono,tono,m.,15,Mús.,"Cada una de las escalas que para las composiciones musicales se forman, partiendo de una nota fundamental, que le da nombre.",Sustantivo,Música,Producto,Conceptos,Dimensión espacial,escalas,¿modo? ¿escala?,,
1446,tono,tono,m.,14,Mús.,modo (‖ disposición de los intervalos de la escala).,Sustantivo,Música,Producto,Conceptos,Dimensión espacial,escalas,¿modo? ¿escala?,,
,tono,tono mayor,m.,1,Mús.,modo mayor.,Sustantivo,Música,Producto,Conceptos,Dimensión espacial,escalas,,,
,tono,tono menor,m.,1,Mús.,modo menor.,Sustantivo,Música,Producto,Conceptos,Dimensión espacial,escalas,,,
,tono,tono maestro,m.,1,Mús.,Cada uno de los cuatro tonos impares del canto llano.,Sustantivo,Música,Producto,Conceptos,Dimensión espacial,escalas (grados),,,
,tono,tono mayor,m.,2,Mús.,Intervalo entre dos notas consecutivas de la escala diatónica cuando guardan la proporciónde 8 a 9.,Sustantivo,Música,Producto,Sonido,Dimensión espacial,interválica,,,
,tono,tono menor,m.,2,Mús.,Intervalo entre dos notas consecutivas de la escala diatónica cuando guardan proporción de 9 a 10.,Sustantivo,Música,Producto,Sonido,Dimensión espacial,interválica,,,
1448,tono,tono,m.,16,Mús.,diapasón normal.,Sustantivo,Música,Producto,Sonido,Dimensión espacial,sistemas de afinación,,,
,toque,toque,m.,2,,Acción y efecto de tocar la guitarra flamenca.,Sustantivo,Música,Actividad,Conceptos,[resultados],resultados,,,
,toque,toque,m.,3,,"Tañido de una campana o sonido de un instrumento con que se anuncia algo. Toque de ánimas, de diana.",Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
,toque,toque de baquetas,m.,1,Mil.,Toque que tocaba la banda de cornetas o tambores durante la carrera de baquetas.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
,toqueado,toqueado,m.,1,,"Son o golpeo acorde que se hace con las manos, con los pies, con un palo o con otra cosa.",Sustantivo,Música,Producto/actividad,Conceptos,Continentes/[resultados],unidades/resultados,,,
,toquido,toquido,m.,1,Méx,toque (‖ tañido).,Sustantivo,Música,Producto/actividad,Conceptos,Continentes/[resultados],unidades/resultados,,"2001, Costa Rica [Obando Bolaños, Alexánder: El más violento paraíso]",
1452,torloroto,torloroto,m.,1,,"Instrumento musical de viento, parecido al orlo.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,aerófonos,,,
,torneo,torneo,m.,2,,"Danza que se ejecutaba a imitación del torneo, llevando varas en lugar de lanzas",Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades coreografiadas,,,
,tour,tour,m.,1,,gira,Sustantivo,Música,Actividad,Conceptos,Continentes/[localizaciones],unidades/ubicaciones espaciotemporales,,,
,tournée,tournée,f.,1,,gira,Sustantivo,Música,Actividad,Conceptos,Continentes/[localizaciones],unidades/ubicaciones espaciotemporales,,,
,tracto,tracto,m.,5,Rel.,Conjunto de versículos que se cantan o rezan inmediatamente antes del evangelio en la misa de ciertos días.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
1453,trágala,trágala,m.,1,,Canción con que los liberales españoles zaherían a los partidarios del gobierno absoluto durante el primer tercio del siglo XIX.,Sustantivo,Música,Producto,Conceptos,Dimensión espaciotemporal,melodías individuadas,,,
,traje corto,traje corto,m.,1,,"Conjunto de chaquetilla corta y pantalón de talle alto, usado por bailaores y toreros.",Sustantivo,Baile/Danza,Actividad,Objetos,[instrumentos] y medios materiales,recursos materiales,,,
1454,transcribir,transcribir,tr.,4,Mús.,Arreglar para un instrumento la música escrita para otro u otros.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos),,,
,transcripción,transcripción,f.,1,,Acción y efecto de transcribir.,Sustantivo,Música,Actividad,Conceptos,[resultados],resultados,,,
,transcriptor,transcriptor,adj.,1,,Que transcribe. U. t. c. s.,Adjetivo/Sustantivo,Música,Modificadores/actividad,Conceptos/participantes,∅/[agentes] no productores,cualidades comentaristas/comentaristas,,,
,transmitir,transmitir,tr.,1,,"Dicho de una emisora de radio o de televisión: Difundir noticias, programas de música, espectáculos, etc. U. t. c. intr.",Verbo,Música,Actividad,Conceptos,[evento],verbos de producción,,,
1455,transportar,transportar,tr.,3,Mús.,Trasladar una composición de un tono a otro.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos),,,
,transporte,transporte,m.,1,,Acción y efecto de transportar o transportarse.,Sustantivo,Música,Actividad,Conceptos,[resultados],resultados,,,
1456,trascoda,trascoda,m.,1,,"En los instrumentos de arco, trozo de cuerda de tripa que sujeta el cordal al botón.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,cordófonos,,,
1457,trasporte,trasporte,m.,2,P. Rico.,"Instrumento musical de cinco cuerdas, mayor que la guitarra.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,cordófonos,,,
1458,traste1,traste1,m.,1,,"Cada uno de los resaltos de metal o hueso que se colocan a trechos en el mástil de la guitarra u otros instrumentos semejantes, para que, oprimiendo entre ellos las cuerdas, quede a estas la longitud libre correspondiente a los diversos sonidos.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,cordófonos,,,
1459,trasteado,trasteado,m.,1,,Conjunto de trastes que hay en un instrumento musical.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,cordófonos,trastes?,AUTORIDADES,
1460,trastear1,trastear1,tr.,1,,Pisar las cuerdas de los instrumentos de trastes1.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos),,,
1461,trastear1,trastear1,tr.,2,,Poner o echar los trastes a la guitarra u otro instrumento semejante.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos),,,
1462,trémolo,trémolo,m.,1,Mús.,"Sucesión rápida de muchas notas iguales, de la misma duración.",Sustantivo,Música,Producto,Técnica y Expresión,Dimensión espaciotemporal,ornamentos afinación,,,
,treno,treno,m.,1,,Canto fúnebre o lamentación por alguna calamidad o desgracia.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
,trenzado,trenzado,m.,2,Danza.,"Salto ligero en el cual los pies baten rápidamente uno contra otro, cruzándose.",Sustantivo,Baile/Danza,Actividad,Conceptos,movimientos y posiciones,¿sugerencias de Diana?,,,
,trenzar,trenzar,intr.,3,Danza y Equit.,Hacer trenzados.,Verbo,Baile/Danza,Actividad,Conceptos,[evento],¿verbos de baile y danza? (Diana),,,
1463,tres,tres,m.,7,,Conjunto de tres voces o de tres instrumentos.,Sustantivo,Música,Actividad,Participantes,[agentes] productores,colectivos,,,
1464,tres,tres,m.,8,Cuba y R. Dom.,Guitarra de tres cuerdas dobles que se toca con una púa de carey.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,cordófonos,,,
1465,tresillo,tresillo,m.,4,Mús.,Conjunto de tres notas iguales que se deben cantar o tocar en el tiempo correspondiente a dos de ellas.,Sustantivo,Música,Producto,Sonido,Dimensión temporal,figuras rítmicas,,,
1466,triángulo,triángulo,m.,3,,"Instrumento que consiste en una varilla metálica doblada en forma triangular y suspendida de un cordón, la cual se hace sonar golpeándola con otra varilla también de metal.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,idiófonos,,,
1467,trigón,trigón,m.,1,,"Instrumento musical de forma triangular y con cuerdas metálicas, usado por los antiguos griegos y romanos.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,cordófonos,,,
,trillera,trillera,f.,1,,"Palo flamenco propio de la trilla, que se canta sin acompañamiento de guitarra. U. m. en pl.",Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
1468,trilogía,trilogía,f.,1,,Conjunto de tres obras literarias o musicales que tienen entre sí enlace histórico o unidad de protagonismo o intención.,Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
1469,trinado,trinado,m.,2,Mús.,trino (‖ sucesión rápida y alternada de notas).,Sustantivo,Música,Producto,Técnica y Expresión,Dimensión espaciotemporal,ornamentos melódicos,,,
1470,trinar,trinar,intr.,3,Mús.,Hacer trinos.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos),,,
1472,trino2,trino2,m.,3,Mús.,"Sucesión rápida y alternada de dos notas de igual duración, entre las cuales media la distancia de un tono o de un semitono.",Sustantivo,Música,Producto,Técnica y Expresión,Dimensión espaciotemporal,ornamentos melódicos,,,
1474,trío2,trío2,m.,4,Mús.,"Conjunto de tres instrumentos o voces, o de sus ejecutantes.",Sustantivo,Música,Actividad,Participantes,[agentes] productores,colectivos,,,
1473,trío2,trío2,m.,3,Mús.,Composición para tres instrumentos o voces.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades (efectivos musicales),,,
1475,trípili,trípili,m.,1,,"Tonadilla cantada y bailada en los teatros de España, especialmente durante el último tercio del siglo XVIII.",Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
,tripudiar,tripudiar,intr.,1,,"Bailar, danzar.",Verbo,Baile/Danza,Actividad,Conceptos,[evento],¿verbos de baile y danza? (Diana),,,
,tripudio,tripudio,m.,1,,"Baile, danza.",Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades no coreografiadas,,,
1476,triste,triste,m.,9,,"Canción popular de la Argentina, el Perú y otros países sudamericanos, por lo general amorosa y triste, que se acompaña con la guitarra.",Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
1477,trítono,trítono,m.,1,Mús.,"Intervalo compuesto de tres tonos consecutivos, dos mayores y uno menor.",Sustantivo,Música,Producto,Sonido,Dimensión espacial,interválica,tritono o cuarta aumentada,"1988, España [VV.AA.: Música]",
,triunfo,triunfo,m.,10,Arg.,"Baile de pareja suelta e independiente, de coreografíavariada, aunque estructurado siempre como danza de esquinas. Ensus coplas se repite el nombre de la danza a modo de estribillo.",Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades coreografiadas,,,
1479,trombón,trombón,m. y f.,2,,Persona que toca el trombón.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,,
1478,trombón,trombón,m.,1,,"Instrumento musical de metal, especie de trompeta grande, y cuyos sonidos responden, según su clase, a las voces de tenor, contralto o bajo respectivamente.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,aerófonos,,,
,trombón,trombón de varas,m.,1,,sacabuche (‖ instrumento musical).,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,aerófonos,,,
,trombonista,trombonista,m. y f.,1,,trombón (‖ persona que toca el trombón).,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,,
1481,trompa,trompa,m. y f.,16,,Persona que toca la trompa.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,,
1480,trompa,trompa,f.,1,,"Instrumento musical de viento, consistente en un tubo de latón enroscado circularmente que va ensanchándose desde la boquilla al pabellón, cuyo sonido se modifica por medio de pistones y antiguamente introduciendo la mano en el pabellón.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,aerófonos,,,
,trompa,trompa natural,f.,1,,trompa musical que carece de pistones.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,aerófonos,,,
,trompa,"trompa de París, o trompa gallega",f.,1,,birimbao,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,cordófonos,,,
1482,trompar,trompar,intr.,3,desus.,Tocar la trompa.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos),,,
1484,trompeta,trompeta,m. y f.,4,,Persona que toca la trompeta.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,,
,trompeta,trompeta,f.,2,,clarín (‖ instrumento musical).,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,aerófonos,,,
1483,trompeta,trompeta,f.,1,,"Instrumento musical de viento, consistente en un tubo largo de metal que va ensanchándose desde la boquilla al pabellón y produce diversidad de sonidos según la fuerza con que la boca impele el aire.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,aerófonos,,,
,trompeta,trompeta bastarda,f.,1,,trompeta de sonido muy fuerte usada principalmente en la guerra.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,aerófonos,,,
,trompetazo,trompetazo,m.,1,,Sonido destemplado o excesivamente fuerte de la trompeta o cualquier instrumento semejante.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades (connotaciones diastráticas o diafásicas),,,
,trompetazo,trompetazo,m.,3,coloq.,trompetada,Sustantivo,Música,Producto,Conceptos,Continentes,unidades (connotaciones diastráticas o diafásicas),,,
,trompetear,trompetear,intr.,1,coloq.,Tocar la trompeta.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos) (connotaciones diastráticas o diafásicas),,,
,trompeteo,trompeteo,m.,1,,Acción y efecto de trompetear.,Sustantivo,Música,Producto/actividad,Conceptos,Continentes/[resultados],unidades/resultados,,,
1487,trompetería,trompetería,f.,1,,Conjunto de varias trompetas.,Sustantivo,Música,Actividad,Participantes,[agentes] productores,colectivos,,,
1488,trompetería,trompetería,f.,2,,Conjunto de todos los registros del órgano formados con trompetas de metal.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,aerófonos,,,
,"trompetero, ra","trompetero, ra",m. y f.,1,,Persona que hace trompetas.,Sustantivo,Música,Actividad,Participantes,[agentes] no productores,constructores,,,
1489,"trompetero, ra","trompetero, ra",m. y f.,2,,Persona que se dedica a tocar la trompeta.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,,
1490,trompetista,trompetista,m. y f.,1,,Persona que toca la trompeta.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,,
,trompista,trompista,m. y f.,1,,Persona que toca la trompa.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,,
1491,tropa,tropa,f.,5,Mil.,Toque militar que sirve normalmente para que las tropas tomen las armas y formen.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
